"I60.32","Nontraumatic subarachnoid hemorrhage from posterior communicating artery: Ntrm subarach hemor from left posterior communicating artery"
"I60.4","Nontraumatic subarachnoid hemorrhage from basilar artery"
"I60.50","Nontraumatic subarachnoid hemorrhage from vertebral artery: Nontraumatic subarachnoid hemorrhage from unsp verteb art"
"I60.51","Nontraumatic subarachnoid hemorrhage from vertebral artery: Nontraumatic subarachnoid hemorrhage from r verteb art"
"I60.52","Nontraumatic subarachnoid hemorrhage from vertebral artery: Nontraumatic subarachnoid hemorrhage from l verteb art"
"I60.6","Nontraumatic subarachnoid hemorrhage from other intracranial arteries: Nontraumatic subarachnoid hemorrhage from oth intracran art"
"I60.7","Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery: Nontraumatic subarachnoid hemorrhage from unsp intracran art"
"I60.8","Other nontraumatic subarachnoid hemorrhage"
"I60.9","Nontraumatic subarachnoid hemorrhage, unspecified"
"I61.0","Nontraumatic intracerebral hemorrhage: Nontraumatic intcrbl hemorrhage in hemisphere, subcortical"
"I61.1","Nontraumatic intracerebral hemorrhage: Nontraumatic intcrbl hemorrhage in hemisphere, cortical"
"I61.2","Nontraumatic intracerebral hemorrhage: Nontraumatic intracerebral hemorrhage in hemisphere, unsp"
"I61.3","Nontraumatic intracerebral hemorrhage: Nontraumatic intracerebral hemorrhage in brain stem"
"I61.4","Nontraumatic intracerebral hemorrhage: Nontraumatic intracerebral hemorrhage in cerebellum"
"I61.5","Nontraumatic intracerebral hemorrhage: Nontraumatic intracerebral hemorrhage, intraventricular"
"I61.6","Nontraumatic intracerebral hemorrhage: Nontraumatic intracerebral hemorrhage, multiple localized"
"I61.8","Nontraumatic intracerebral hemorrhage: Other nontraumatic intracerebral hemorrhage"
"I61.9","Nontraumatic intracerebral hemorrhage: Nontraumatic intracerebral hemorrhage, unspecified"
"I62.00","Nontraumatic subdural hemorrhage: Nontraumatic subdural hemorrhage, unspecified"
"I62.01","Nontraumatic subdural hemorrhage: Nontraumatic acute subdural hemorrhage"
"I62.02","Nontraumatic subdural hemorrhage: Nontraumatic subacute subdural hemorrhage"
"I62.03","Nontraumatic subdural hemorrhage: Nontraumatic chronic subdural hemorrhage"
"I62.1","Nontraumatic extradural hemorrhage"
"I62.9","Nontraumatic intracranial hemorrhage, unspecified"
"I63.00","Cerebral infarction due to thrombosis of precerebral arteries: Cerebral infarction due to thombos unsp precerebral artery"
"I63.011","Cerebral infarction due to thrombosis of vertebral artery: Cerebral infarction due to thrombosis of r verteb art"
"I63.012","Cerebral infarction due to thrombosis of vertebral artery: Cerebral infarction due to thrombosis of l verteb art"
"I63.013","Cerebral infarction due to thrombosis of vertebral artery: Cerebral infrc due to thrombosis of bilateral verteb art"
"I63.019","Cerebral infarction due to thrombosis of vertebral artery: Cerebral infarction due to thombos unsp vertebral artery"
"I63.02","Cerebral infarction due to thrombosis of basilar artery"
"I63.031","Cerebral infarction due to thrombosis of carotid artery: Cerebral infrc due to thrombosis of right carotid artery"
"I63.032","Cerebral infarction due to thrombosis of carotid artery: Cerebral infarction due to thrombosis of left carotid artery"
"I63.033","Cerebral infarction due to thrombosis of carotid artery: Cerebral infrc due to thombos of bilateral carotid arteries"
"I63.039","Cerebral infarction due to thrombosis of carotid artery: Cerebral infarction due to thrombosis of unsp carotid artery"
"I63.09","Cerebral infarction due to thrombosis of other precerebral artery: Cerebral infarction due to thrombosis of precerebral artery"
"I63.10","Cerebral infarction due to embolism of precerebral arteries: Cerebral infarction due to embolism of unsp precerb artery"
"I63.111","Cerebral infarction due to embolism of vertebral artery: Cerebral infarction due to embolism of r verteb art"
"I63.112","Cerebral infarction due to embolism of vertebral artery: Cerebral infarction due to embolism of left vertebral artery"
"I63.113","Cerebral infarction due to embolism of vertebral artery: Cerebral infarction due to embolism of bilateral verteb art"
"I63.119","Cerebral infarction due to embolism of vertebral artery: Cerebral infarction due to embolism of unsp vertebral artery"
"I63.12","Cerebral infarction due to embolism of basilar artery"
"I63.131","Cerebral infarction due to embolism of carotid artery: Cerebral infarction due to embolism of right carotid artery"
"I63.132","Cerebral infarction due to embolism of carotid artery: Cerebral infarction due to embolism of left carotid artery"
"I63.133","Cerebral infarction due to embolism of carotid artery: Cerebral infrc due to embolism of bilateral carotid arteries"
"I63.139","Cerebral infarction due to embolism of carotid artery: Cerebral infarction due to embolism of unsp carotid artery"
"I63.19","Cerebral infarction due to embolism of other precerebral artery: Cerebral infarction due to embolism of precerebral artery"
"I63.20","Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries: Cereb infrc due to unsp occls or stenos of unsp precerb art"
"I63.211","Cerebral infarction due to unspecified occlusion or stenosis of vertebral arteries: Cerebral infrc due to unsp occls or stenosis of r verteb art"
"I63.212","Cerebral infarction due to unspecified occlusion or stenosis of vertebral arteries: Cerebral infrc due to unsp occls or stenosis of l verteb art"
"I63.213","Cerebral infarction due to unspecified occlusion or stenosis of vertebral arteries: Cereb infrc due to unsp occls or stenosis of bi verteb art"
"I63.219","Cerebral infarction due to unspecified occlusion or stenosis of vertebral arteries: Cereb infrc due to unsp occls or stenosis of unsp verteb art"
"I63.22","Cerebral infarction due to unspecified occlusion or stenosis of basilar artery: Cereb infrc due to unsp occls or stenosis of basilar artery"
"I63.231","Cerebral infarction due to unspecified occlusion or stenosis of carotid arteries: Cereb infrc due to unsp occls or stenos of right carotid art"
"I63.232","Cerebral infarction due to unspecified occlusion or stenosis of carotid arteries: Cereb infrc due to unsp occls or stenos of left carotid art"
"I63.233","Cerebral infarction due to unspecified occlusion or stenosis of carotid arteries: Cereb infrc due to unsp occls or stenosis of bi carotid art"
"I63.239","Cerebral infarction due to unspecified occlusion or stenosis of carotid arteries: Cereb infrc due to unsp occls or stenos of unsp carotid art"
"I63.29","Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries: Cerebral infrc due to unsp occls or stenosis of precerb art"
"I63.30","Cerebral infarction due to thrombosis of cerebral arteries: Cerebral infarction due to thombos unsp cerebral artery"
"I63.311","Cerebral infarction due to thrombosis of middle cerebral artery: Cereb infrc due to thombos of right middle cerebral artery"
"I63.312","Cerebral infarction due to thrombosis of middle cerebral artery: Cerebral infrc due to thombos of left middle cerebral artery"
"I63.313","Cerebral infarction due to thrombosis of middle cerebral artery: Cerebral infrc due to thombos of bi middle cerebral arteries"
"I63.319","Cerebral infarction due to thrombosis of middle cerebral artery: Cerebral infrc due to thombos unsp middle cerebral artery"
"I63.321","Cerebral infarction due to thrombosis of anterior cerebral artery: Cerebral infrc due to thombos of right ant cerebral artery"
"I63.322","Cerebral infarction due to thrombosis of anterior cerebral artery: Cerebral infrc due to thombos of left ant cerebral artery"
"I63.323","Cerebral infarction due to thrombosis of anterior cerebral artery: Cerebral infrc due to thombos of bi ant cerebral arteries"
"I63.329","Cerebral infarction due to thrombosis of anterior cerebral artery: Cerebral infrc due to thombos unsp anterior cerebral artery"
"I63.331","Cerebral infarction due to thrombosis of posterior cerebral artery: Cerebral infrc due to thombos of right post cerebral artery"
"I63.332","Cerebral infarction due to thrombosis of posterior cerebral artery: Cerebral infrc due to thombos of left post cerebral artery"
"I63.333","Cerebral infarction due to thrombosis of posterior cerebral artery: Cerebral infrc to thombos of bi posterior cerebral arteries"
"I63.339","Cerebral infarction due to thrombosis of posterior cerebral artery: Cerebral infrc due to thombos unsp posterior cerebral artery"
"I63.341","Cerebral infarction due to thrombosis of cerebellar artery: Cerebral infrc due to thrombosis of right cereblr artery"
"I63.342","Cerebral infarction due to thrombosis of cerebellar artery: Cerebral infarction due to thrombosis of left cereblr artery"
"I63.343","Cerebral infarction due to thrombosis of cerebellar artery: Cerebral infrc to thrombosis of bilateral cereblr arteries"
"I63.349","Cerebral infarction due to thrombosis of cerebellar artery: Cerebral infarction due to thombos unsp cerebellar artery"
"I63.39","Cerebral infarction due to thrombosis of other cerebral artery: Cerebral infarction due to thrombosis of oth cerebral artery"
"I63.40","Cerebral infarction due to embolism of cerebral arteries: Cerebral infarction due to embolism of unsp cerebral artery"
"I63.411","Cerebral infarction due to embolism of middle cerebral artery: Cereb infrc due to embolism of right middle cerebral artery"
"I63.412","Cerebral infarction due to embolism of middle cerebral artery: Cereb infrc due to embolism of left middle cerebral artery"
"I63.413","Cerebral infarction due to embolism of middle cerebral artery: Cerebral infrc due to embolism of bi middle cerebral art"
"I63.419","Cerebral infarction due to embolism of middle cerebral artery: Cereb infrc due to embolism of unsp middle cerebral artery"
"I63.421","Cerebral infarction due to embolism of anterior cerebral artery: Cerebral infrc due to embolism of right ant cerebral artery"
"I63.422","Cerebral infarction due to embolism of anterior cerebral artery: Cerebral infrc due to embolism of left ant cerebral artery"
"I63.423","Cerebral infarction due to embolism of anterior cerebral artery: Cerebral infrc due to embolism of bi ant cerebral arteries"
"I63.429","Cerebral infarction due to embolism of anterior cerebral artery: Cerebral infrc due to embolism of unsp ant cerebral artery"
"I63.431","Cerebral infarction due to embolism of posterior cerebral artery: Cerebral infrc due to embolism of right post cerebral artery"
"I63.432","Cerebral infarction due to embolism of posterior cerebral artery: Cerebral infrc due to embolism of left post cerebral artery"
"I63.433","Cerebral infarction due to embolism of posterior cerebral artery: Cerebral infrc due to embolism of bi post cerebral arteries"
"I63.439","Cerebral infarction due to embolism of posterior cerebral artery: Cerebral infrc due to embolism of unsp post cerebral artery"
"I63.441","Cerebral infarction due to embolism of cerebellar artery: Cerebral infarction due to embolism of right cereblr artery"
"I63.442","Cerebral infarction due to embolism of cerebellar artery: Cerebral infarction due to embolism of left cereblr artery"
"I63.443","Cerebral infarction due to embolism of cerebellar artery: Cerebral infrc due to embolism of bilateral cereblr arteries"
"I63.449","Cerebral infarction due to embolism of cerebellar artery: Cerebral infarction due to embolism of unsp cereblr artery"
"I63.49","Cerebral infarction due to embolism of other cerebral artery"
"I63.50","Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries: Cereb infrc due to unsp occls or stenos of unsp cereb artery"
"I63.511","Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery: Cereb infrc d/t unsp occls or stenos of right mid cereb art"
"I63.512","Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery: Cereb infrc d/t unsp occls or stenos of left mid cereb art"
"I63.513","Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery: Cereb infrc d/t unsp occls or stenos of bi middle cereb art"
"I63.519","Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery: Cereb infrc d/t unsp occls or stenos of unsp mid cereb art"
"I63.521","Cerebral infarction due to unspecified occlusion or stenosis of anterior cerebral artery: Cereb infrc d/t unsp occls or stenos of right ant cereb art"
"I63.522","Cerebral infarction due to unspecified occlusion or stenosis of anterior cerebral artery: Cereb infrc d/t unsp occls or stenos of left ant cereb art"
"I63.523","Cerebral infarction due to unspecified occlusion or stenosis of anterior cerebral artery: Cereb infrc due to unsp occls or stenos of bi ant cereb art"
"I63.529","Cerebral infarction due to unspecified occlusion or stenosis of anterior cerebral artery: Cereb infrc d/t unsp occls or stenos of unsp ant cereb art"
"I63.531","Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery: Cereb infrc d/t unsp occls or stenos of right post cereb art"
"I63.532","Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery: Cereb infrc d/t unsp occls or stenos of left post cereb art"
"I63.533","Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery: Cereb infrc due to unsp occls or stenos of bi post cereb art"
"I63.539","Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery: Cereb infrc d/t unsp occls or stenos of unsp post cereb art"
"I63.541","Cerebral infarction due to unspecified occlusion or stenosis of cerebellar artery: Cereb infrc due to unsp occls or stenos of right cereblr art"
"I63.542","Cerebral infarction due to unspecified occlusion or stenosis of cerebellar artery: Cereb infrc due to unsp occls or stenos of left cereblr art"
"I63.543","Cerebral infarction due to unspecified occlusion or stenosis of cerebellar artery: Cereb infrc due to unsp occls or stenosis of bi cereblr art"
"I63.549","Cerebral infarction due to unspecified occlusion or stenosis of cerebellar artery: Cereb infrc due to unsp occls or stenos of unsp cereblr art"
"I63.59","Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery: Cereb infrc due to unsp occls or stenosis of cerebral artery"
"I63.6","Cerebral infarction due to cerebral venous thrombosis, nonpyogenic: Cerebral infrc due to cerebral venous thombos, nonpyogenic"
"I63.8","Other cerebral infarction"
"I63.9","Cerebral infarction, unspecified"
"I65.01","Occlusion and stenosis of vertebral artery: Occlusion and stenosis of right vertebral artery"
"I65.02","Occlusion and stenosis of vertebral artery: Occlusion and stenosis of left vertebral artery"
"I65.03","Occlusion and stenosis of vertebral artery: Occlusion and stenosis of bilateral vertebral arteries"
"I65.09","Occlusion and stenosis of vertebral artery: Occlusion and stenosis of unspecified vertebral artery"
"I65.1","Occlusion and stenosis of basilar artery"
"I65.21","Occlusion and stenosis of carotid artery: Occlusion and stenosis of right carotid artery"
"I65.22","Occlusion and stenosis of carotid artery: Occlusion and stenosis of left carotid artery"
"I65.23","Occlusion and stenosis of carotid artery: Occlusion and stenosis of bilateral carotid arteries"
"I65.29","Occlusion and stenosis of carotid artery: Occlusion and stenosis of unspecified carotid artery"
"I65.8","Occlusion and stenosis of other precerebral arteries"
"I65.9","Occlusion and stenosis of unspecified precerebral artery"
"I66.01","Occlusion and stenosis of middle cerebral artery: Occlusion and stenosis of right middle cerebral artery"
"I66.02","Occlusion and stenosis of middle cerebral artery: Occlusion and stenosis of left middle cerebral artery"
"I66.03","Occlusion and stenosis of middle cerebral artery: Occlusion and stenosis of bilateral middle cerebral arteries"
"I66.09","Occlusion and stenosis of middle cerebral artery: Occlusion and stenosis of unspecified middle cerebral artery"
"I66.11","Occlusion and stenosis of anterior cerebral artery: Occlusion and stenosis of right anterior cerebral artery"
"I66.12","Occlusion and stenosis of anterior cerebral artery: Occlusion and stenosis of left anterior cerebral artery"
"I66.13","Occlusion and stenosis of anterior cerebral artery: Occlusion and stenosis of bi anterior cerebral arteries"
"I66.19","Occlusion and stenosis of anterior cerebral artery: Occlusion and stenosis of unsp anterior cerebral artery"
"I66.21","Occlusion and stenosis of posterior cerebral artery: Occlusion and stenosis of right posterior cerebral artery"
"I66.22","Occlusion and stenosis of posterior cerebral artery: Occlusion and stenosis of left posterior cerebral artery"
"I66.23","Occlusion and stenosis of posterior cerebral artery: Occlusion and stenosis of bi posterior cerebral arteries"
"I66.29","Occlusion and stenosis of posterior cerebral artery: Occlusion and stenosis of unsp posterior cerebral artery"
"I66.3","Occlusion and stenosis of cerebellar arteries"
"I66.8","Occlusion and stenosis of other cerebral arteries"
"I66.9","Occlusion and stenosis of unspecified cerebral artery"
"I67.0","Other cerebrovascular diseases: Dissection of cerebral arteries, nonruptured"
"I67.1","Other cerebrovascular diseases: Cerebral aneurysm, nonruptured"
"I67.2","Other cerebrovascular diseases: Cerebral atherosclerosis"
"I67.3","Other cerebrovascular diseases: Progressive vascular leukoencephalopathy"
"I67.4","Other cerebrovascular diseases: Hypertensive encephalopathy"
"I67.5","Other cerebrovascular diseases: Moyamoya disease"
"I67.6","Other cerebrovascular diseases: Nonpyogenic thrombosis of intracranial venous system"
"I67.7","Other cerebrovascular diseases: Cerebral arteritis, not elsewhere classified"
"I67.81","Other specified cerebrovascular diseases: Acute cerebrovascular insufficiency"
"I67.82","Other specified cerebrovascular diseases: Cerebral ischemia"
"I67.83","Other specified cerebrovascular diseases: Posterior reversible encephalopathy syndrome"
"I67.841","Cerebral vasospasm and vasoconstriction: Reversible cerebrovascular vasoconstriction syndrome"
"I67.848","Cerebral vasospasm and vasoconstriction: Other cerebrovascular vasospasm and vasoconstriction"
"I67.89","Other cerebrovascular disease"
"I67.9","Cerebrovascular disease, unspecified"
"I68.0","Cerebrovascular disorders in diseases classified elsewhere: Cerebral amyloid angiopathy"
"I68.2","Cerebrovascular disorders in diseases classified elsewhere: Cerebral arteritis in other diseases classified elsewhere"
"I68.8","Cerebrovascular disorders in diseases classified elsewhere: Oth cerebrovascular disorders in diseases classd elswhr"
"I69.00","Sequelae of nontraumatic subarachnoid hemorrhage: Unspecified sequelae of nontraumatic subarachnoid hemorrhage"
"I69.010","Cognitive deficits following nontraumatic subarachnoid hemorrhage: Attn and concentration deficit following ntrm subarach hemor"
"I69.011","Cognitive deficits following nontraumatic subarachnoid hemorrhage: Memory deficit following ntrm subarachnoid hemorrhage"
"I69.012","Cognitive deficits following nontraumatic subarachnoid hemorrhage: Vis def/sptl nglct following ntrm subarachnoid hemorrhage"
"I69.013","Cognitive deficits following nontraumatic subarachnoid hemorrhage: Psychomotor deficit following ntrm subarachnoid hemorrhage"
"I69.014","Cognitive deficits following nontraumatic subarachnoid hemorrhage: Fntl lb and exec fcn def following ntrm subarach hemorrhage"
"I69.015","Cognitive deficits following nontraumatic subarachnoid hemorrhage: Cognitive social or emo def following ntrm subarach hemor"
"I69.018","Cognitive deficits following nontraumatic subarachnoid hemorrhage: Other symp and signs w cogn fnctns fol ntrm subarach hemor"
"I69.019","Cognitive deficits following nontraumatic subarachnoid hemorrhage: Unsp symp and signs w cogn fnctns fol ntrm subarach hemor"
"I69.020","Speech and language deficits following nontraumatic subarachnoid hemorrhage: Aphasia following nontraumatic subarachnoid hemorrhage"
"I69.021","Speech and language deficits following nontraumatic subarachnoid hemorrhage: Dysphasia following nontraumatic subarachnoid hemorrhage"
"I69.022","Speech and language deficits following nontraumatic subarachnoid hemorrhage: Dysarthria following nontraumatic subarachnoid hemorrhage"
"I69.023","Speech and language deficits following nontraumatic subarachnoid hemorrhage: Fluency disorder following ntrm subarachnoid hemorrhage"
"I69.028","Speech and language deficits following nontraumatic subarachnoid hemorrhage: Oth speech/lang deficits following ntrm subarach hemorrhage"
"I69.031","Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage: Monoplg upr lmb fol ntrm subarach hemor aff right dom side"
"I69.032","Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage: Monoplg upr lmb fol ntrm subarach hemor aff left dom side"
"I69.033","Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage: Monoplg upr lmb fol ntrm subarach hemor aff r nondom side"
"I69.034","Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage: Monoplg upr lmb fol ntrm subarach hemor aff left nondom side"
"I69.039","Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage: Monoplg upr lmb following ntrm subarach hemor aff unsp side"
"I69.041","Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage: Monoplg low lmb fol ntrm subarach hemor aff right dom side"
"I69.042","Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage: Monoplg low lmb fol ntrm subarach hemor aff left dom side"
"I69.043","Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage: Monoplg low lmb fol ntrm subarach hemor aff r nondom side"
"I69.044","Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage: Monoplg low lmb fol ntrm subarach hemor aff left nondom side"
"I69.049","Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage: Monoplg low lmb following ntrm subarach hemor aff unsp side"
"I69.051","Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage: Hemiplga fol ntrm subarach hemor aff right dominant side"
"I69.052","Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage: Hemiplga fol ntrm subarach hemor aff left dominant side"
"I69.053","Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage: Hemiplga following ntrm subarach hemor aff right nondom side"
"I69.054","Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage: Hemiplga following ntrm subarach hemor aff left nondom side"
"I69.059","Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage: Hemiplga following ntrm subarach hemor affecting unsp side"
"I69.061","Other paralytic syndrome following nontraumatic subarachnoid hemorrhage: Oth parlyt synd fol ntrm subarach hemor aff right dom side"
"I69.062","Other paralytic syndrome following nontraumatic subarachnoid hemorrhage: Oth parlyt synd fol ntrm subarach hemor aff left dom side"
"I69.063","Other paralytic syndrome following nontraumatic subarachnoid hemorrhage: Oth parlyt synd fol ntrm subarach hemor aff r nondom side"
"I69.064","Other paralytic syndrome following nontraumatic subarachnoid hemorrhage: Oth parlyt synd fol ntrm subarach hemor aff left nondom side"
"I69.065","Other paralytic syndrome following nontraumatic subarachnoid hemorrhage: Oth paralytic syndrome following ntrm subarach hemor, bi"
"I69.069","Other paralytic syndrome following nontraumatic subarachnoid hemorrhage: Oth paralytic syndrome fol ntrm subarach hemor aff unsp side"
"I69.090","Other sequelae of nontraumatic subarachnoid hemorrhage: Apraxia following nontraumatic subarachnoid hemorrhage"
"I69.091","Other sequelae of nontraumatic subarachnoid hemorrhage: Dysphagia following nontraumatic subarachnoid hemorrhage"
"I69.092","Other sequelae of nontraumatic subarachnoid hemorrhage: Facial weakness following ntrm subarachnoid hemorrhage"
"I69.093","Other sequelae of nontraumatic subarachnoid hemorrhage: Ataxia following nontraumatic subarachnoid hemorrhage"
"I69.098","Other sequelae of nontraumatic subarachnoid hemorrhage: Oth sequelae following nontraumatic subarachnoid hemorrhage"
"I69.10","Sequelae of nontraumatic intracerebral hemorrhage: Unsp sequelae of nontraumatic intracerebral hemorrhage"
"I69.110","Cognitive deficits following nontraumatic intracerebral hemorrhage: Attn and concentration deficit following ntrm intcrbl hemor"
"I69.111","Cognitive deficits following nontraumatic intracerebral hemorrhage: Memory deficit following nontraumatic intcrbl hemorrhage"
"I69.112","Cognitive deficits following nontraumatic intracerebral hemorrhage: Vis def/sptl nglct following nontraumatic intcrbl hemorrhage"
"I69.113","Cognitive deficits following nontraumatic intracerebral hemorrhage: Psychomotor deficit following ntrm intcrbl hemorrhage"
"I69.114","Cognitive deficits following nontraumatic intracerebral hemorrhage: Fntl lb and exec fcn def following ntrm intcrbl hemorrhage"
"I69.115","Cognitive deficits following nontraumatic intracerebral hemorrhage: Cognitive social or emo def following ntrm intcrbl hemor"
"I69.118","Cognitive deficits following nontraumatic intracerebral hemorrhage: Other symp and signs w cogn fnctns fol ntrm intcrbl hemor"
"I69.119","Cognitive deficits following nontraumatic intracerebral hemorrhage: Unsp symptoms and signs w cogn fnctns fol ntrm intcrbl hemor"
"I69.120","Speech and language deficits following nontraumatic intracerebral hemorrhage: Aphasia following nontraumatic intracerebral hemorrhage"
"I69.121","Speech and language deficits following nontraumatic intracerebral hemorrhage: Dysphasia following nontraumatic intracerebral hemorrhage"
"I69.122","Speech and language deficits following nontraumatic intracerebral hemorrhage: Dysarthria following nontraumatic intracerebral hemorrhage"
"I69.123","Speech and language deficits following nontraumatic intracerebral hemorrhage: Fluency disorder following nontraumatic intcrbl hemorrhage"
"I69.128","Speech and language deficits following nontraumatic intracerebral hemorrhage: Oth speech/lang deficits following ntrm intcrbl hemorrhage"
"I69.131","Monoplegia of upper limb following nontraumatic intracerebral hemorrhage: Monoplg upr lmb fol ntrm intcrbl hemor aff right dom side"
"I69.132","Monoplegia of upper limb following nontraumatic intracerebral hemorrhage: Monoplg upr lmb fol ntrm intcrbl hemor aff left dom side"
"I69.133","Monoplegia of upper limb following nontraumatic intracerebral hemorrhage: Monoplg upr lmb fol ntrm intcrbl hemor aff right nondom side"
"I69.134","Monoplegia of upper limb following nontraumatic intracerebral hemorrhage: Monoplg upr lmb fol ntrm intcrbl hemor aff left nondom side"
"I69.139","Monoplegia of upper limb following nontraumatic intracerebral hemorrhage: Monoplg upr lmb following ntrm intcrbl hemor aff unsp side"
"I69.141","Monoplegia of lower limb following nontraumatic intracerebral hemorrhage: Monoplg low lmb fol ntrm intcrbl hemor aff right dom side"
"I69.142","Monoplegia of lower limb following nontraumatic intracerebral hemorrhage: Monoplg low lmb fol ntrm intcrbl hemor aff left dom side"
"I69.143","Monoplegia of lower limb following nontraumatic intracerebral hemorrhage: Monoplg low lmb fol ntrm intcrbl hemor aff right nondom side"
"I69.144","Monoplegia of lower limb following nontraumatic intracerebral hemorrhage: Monoplg low lmb fol ntrm intcrbl hemor aff left nondom side"
"I69.149","Monoplegia of lower limb following nontraumatic intracerebral hemorrhage: Monoplg low lmb following ntrm intcrbl hemor aff unsp side"
"I69.151","Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage: Hemiplga fol ntrm intcrbl hemor aff right dominant side"
"I69.152","Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage: Hemiplga following ntrm intcrbl hemor aff left dominant side"
"I69.153","Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage: Hemiplga following ntrm intcrbl hemor aff right nondom side"
"I69.154","Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage: Hemiplga following ntrm intcrbl hemor aff left nondom side"
"I69.159","Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage: Hemiplga following ntrm intcrbl hemor affecting unsp side"
"I69.161","Other paralytic syndrome following nontraumatic intracerebral hemorrhage: Oth parlyt synd fol ntrm intcrbl hemor aff right dom side"
"I69.162","Other paralytic syndrome following nontraumatic intracerebral hemorrhage: Oth parlyt syndrome fol ntrm intcrbl hemor aff left dom side"
"I69.163","Other paralytic syndrome following nontraumatic intracerebral hemorrhage: Oth parlyt synd fol ntrm intcrbl hemor aff right nondom side"
"I69.164","Other paralytic syndrome following nontraumatic intracerebral hemorrhage: Oth parlyt synd fol ntrm intcrbl hemor aff left nondom side"
"I69.165","Other paralytic syndrome following nontraumatic intracerebral hemorrhage: Oth paralytic syndrome following ntrm intcrbl hemor, bi"
"I69.169","Other paralytic syndrome following nontraumatic intracerebral hemorrhage: Oth paralytic syndrome fol ntrm intcrbl hemor aff unsp side"
"I69.190","Other sequelae of nontraumatic intracerebral hemorrhage: Apraxia following nontraumatic intracerebral hemorrhage"
"I69.191","Other sequelae of nontraumatic intracerebral hemorrhage: Dysphagia following nontraumatic intracerebral hemorrhage"
"I69.192","Other sequelae of nontraumatic intracerebral hemorrhage: Facial weakness following nontraumatic intcrbl hemorrhage"
"I69.193","Other sequelae of nontraumatic intracerebral hemorrhage: Ataxia following nontraumatic intracerebral hemorrhage"
"I69.198","Other sequelae of nontraumatic intracerebral hemorrhage"
"I69.20","Sequelae of other nontraumatic intracranial hemorrhage: Unsp sequelae of other nontraumatic intracranial hemorrhage"
"I69.210","Cognitive deficits following other nontraumatic intracranial hemorrhage: Attn and concentration deficit fol other ntrm intcrn hemor"
"I69.211","Cognitive deficits following other nontraumatic intracranial hemorrhage: Memory deficit following other ntrm intcrn hemorrhage"
"I69.212","Cognitive deficits following other nontraumatic intracranial hemorrhage: Vis def/sptl nglct following other ntrm intcrn hemorrhage"
"I69.213","Cognitive deficits following other nontraumatic intracranial hemorrhage: Psychomotor deficit following other ntrm intcrn hemorrhage"
"I69.214","Cognitive deficits following other nontraumatic intracranial hemorrhage: Fntl lb and exec fcn def following other ntrm intcrn hemor"
"I69.215","Cognitive deficits following other nontraumatic intracranial hemorrhage: Cognitive social or emo def fol other ntrm intcrn hemor"
"I69.218","Cognitive deficits following other nontraumatic intracranial hemorrhage: Oth symp and signs w cogn fnctns fol other ntrm intcrn hemor"
"I69.219","Cognitive deficits following other nontraumatic intracranial hemorrhage: Unsp symp and signs w cogn fnctns fol oth ntrm intcrn hemor"
"I69.220","Speech and language deficits following other nontraumatic intracranial hemorrhage: Aphasia following other nontraumatic intracranial hemorrhage"
"I69.221","Speech and language deficits following other nontraumatic intracranial hemorrhage: Dysphasia following oth nontraumatic intracranial hemorrhage"
"I69.222","Speech and language deficits following other nontraumatic intracranial hemorrhage: Dysarthria following oth nontraumatic intcrn hemorrhage"
"I69.223","Speech and language deficits following other nontraumatic intracranial hemorrhage: Fluency disorder following oth ntrm intcrn hemorrhage"
"I69.228","Speech and language deficits following other nontraumatic intracranial hemorrhage: Oth speech/lang deficits following oth ntrm intcrn hemor"
